iter	Logloss
0	0.5209118927
1	0.3980575286
2	0.3067592519
3	0.228110106
4	0.1749231489
5	0.1331433131
6	0.1036228274
7	0.08279953952
8	0.06344750569
9	0.0506242241
10	0.03935489903
11	0.03147608692
12	0.02519278147
13	0.02019914434
14	0.01623156797
15	0.01301586064
16	0.01055447386
17	0.008613520601
18	0.007222283291
19	0.00597623579
20	0.004983498959
21	0.004225098302
22	0.003551145885
23	0.003044944017
24	0.002608466399
25	0.002306728543
26	0.002054138645
27	0.001802152996
28	0.001615772582
29	0.001434907522
30	0.001278137931
31	0.001162478992
32	0.001059198793
33	0.0009804666263
34	0.0009021408007
35	0.0008299281558
36	0.0007674201173
37	0.0007173648203
38	0.0006697251638
39	0.0006160221028
40	0.0005760062241
41	0.000539768375
42	0.0005059429467
43	0.0004760815858
44	0.0004553301848
45	0.0004323800345
46	0.0004062840002
47	0.0003888690923
48	0.000369833688
49	0.0003525548146
50	0.0003367642146
51	0.0003217413593
52	0.000310191584
53	0.0003101815747
54	0.0002981684462
55	0.0002865687158
56	0.0002750066445
57	0.0002750066445
58	0.0002750066445
59	0.0002622308848
60	0.0002523973859
61	0.0002422701885
62	0.0002422571751
63	0.0002422585208
64	0.000242242542
65	0.0002422506181
66	0.0002422351709
67	0.0002422310921
68	0.0002422310921
69	0.0002422330794
70	0.0002422330794
71	0.00024222204
72	0.00024222204
73	0.0002422084521
74	0.0002422126911
75	0.0002422030249
76	0.0002421990883
77	0.0002421876063
78	0.0002421902711
79	0.0002421857253
80	0.0002421791294
81	0.0002421791294
82	0.0002421791294
83	0.0002421612582
84	0.0002421642301
85	0.0002421642301
86	0.0002421642301
87	0.0002421642359
88	0.0002421637204
89	0.0002421637204
90	0.000242153152
91	0.0002421536447
92	0.0002421508387
93	0.0002421519523
94	0.0002421232216
95	0.0002421232216
96	0.000242126999
97	0.000242114503
98	0.0002421117074
99	0.0002337328501
100	0.0002337235118
101	0.0002337119823
102	0.0002337119823
103	0.0002336973939
104	0.0002336973939
105	0.0002336973939
106	0.0002336979208
107	0.0002336936468
108	0.0002337026004
109	0.0002337026004
110	0.0002337026004
111	0.0002336944883
112	0.0002336931228
113	0.000233688067
114	0.000233688067
115	0.000233688067
116	0.000233688067
117	0.0002336872368
118	0.0002231318438
119	0.0002231320117
120	0.0002231320117
121	0.0002231320117
122	0.0002231234495
123	0.0002231170091
124	0.0002231319861
125	0.000223123983
126	0.0002231176279
127	0.0002231045272
128	0.0002230978565
129	0.0002230978565
130	0.000223099713
131	0.000223099713
132	0.0002231016718
133	0.0002231016718
134	0.0002230939768
135	0.0002230939768
136	0.0002230856846
137	0.0002230785771
138	0.0002230741534
139	0.0002230684503
140	0.0002230646936
141	0.0002230658801
142	0.0002230602689
143	0.0002230602689
144	0.0002230524478
145	0.0002230524478
146	0.0002230524478
147	0.0002230524478
148	0.0002230603589
149	0.0002230491764
150	0.0002230491764
151	0.0002230491764
152	0.0002230494578
153	0.0002230494578
154	0.0002230494578
155	0.0002230337928
156	0.0002230337928
157	0.0002230392969
158	0.0002230381559
159	0.0002230352655
160	0.000223029098
161	0.0002230261498
162	0.0002230261498
163	0.0002230261498
164	0.0002230261498
165	0.0002230222454
166	0.0002230209414
167	0.0002230209414
168	0.0002230184233
169	0.0002230091191
170	0.0002230084718
171	0.0002230075195
172	0.0002229984351
173	0.0002229964393
174	0.0002229964393
175	0.0002229995818
176	0.0002230009435
177	0.0002229993021
178	0.0002229993021
179	0.0002229797394
180	0.0002229797394
181	0.0002229768082
182	0.0002229730781
183	0.0002229730781
184	0.0002229730781
185	0.0002229666482
186	0.0002229632517
187	0.0002229632517
188	0.0002229657934
189	0.000222951368
190	0.0002229552421
191	0.0002229396131
192	0.0002229369246
193	0.0002229332571
194	0.0002229332571
195	0.000222932246
196	0.000222932246
197	0.0002229336987
198	0.0002229336987
199	0.0002229336987
200	0.0002229175552
201	0.0002229175552
202	0.0002229133475
203	0.0002229128026
204	0.0002229104267
205	0.0002229104267
206	0.0002229104267
207	0.0002228936131
208	0.0002228923829
209	0.0002228895418
210	0.0002228812355
211	0.0002228832388
212	0.0002228832388
213	0.0002228778059
214	0.0002228649461
215	0.0002228649461
216	0.0002228656596
217	0.0002228656596
218	0.0002228627246
219	0.0002228622555
220	0.0002228502258
221	0.0002228502258
222	0.0002228502258
223	0.0002228520083
224	0.0002228491898
225	0.0002228470461
226	0.0002228380357
227	0.0002228412369
228	0.0002228407763
229	0.0002228351927
230	0.0002228344023
231	0.0002228240528
232	0.0002228263017
233	0.0002228128345
234	0.0002228144616
235	0.0002228073342
236	0.0002228073342
237	0.0002228060691
238	0.0002228027295
239	0.0002227931799
240	0.0002227853929
241	0.0002227849854
242	0.0002227863992
243	0.0002227720136
244	0.0002227720136
245	0.0002227720136
246	0.0002227739591
